"","x"
"1439","RT @malvernlocal: Covid vaccine rollout extended to over 70s this week https://t.co/DpgDozDFWQ"
"1440","RT @VaccineStatusUK: 4,062,501 individuals in the UK received at least one dose of a COVID vaccine as of 18 January 2021 (Source:
@PHE_uk)…"
"1441","Michigan to host series of COVID-19 vaccine virtual town halls - WXYZ https://t.co/N5VKvh48vG"
"1442","COVID-19 Vaccine Themes Persist in Fraud Schemes https://t.co/f9epsdscLk"
"1443","RT @ChrisHo57357908: Three weeks into the covid pandemic, Norway recorded 5 deaths WITH Covid-19. Three weeks into vaccinations, Norway has…"
"1444","RT @LeslieH24367191: Demented, absolutely demented 

Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nati…"
"1445","RT @isgoodrum: When one participant in a trial of a Chinese COVID-19 vaccine died (by suicide), it was big news. Headlines in every paper.…"
"1446","Kinda need to know people's views on the covid vaccine. Will be interesting to know your reasons if you're not gett… https://t.co/CqK3CwpDkj"
"1447","Tune into #TheRussianShow at 8:30 pm today.
Special guest today is Russian Ambassador for Ireland Yuriy Filatov-int… https://t.co/UdDO6aHLtH"
"1448","Happy to have had my 1st Covid vaccine! Thank you @TeamNUH  for a very slick clinic. First time I’ve had an injecti… https://t.co/bJTh4kmppN"
"1449","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1450","RT @DFisman: Vaccine prioritization in phase II in Ontario: the province has put out a framework, which seems not unreasonable (https://t.c…"
"1451","RT @toxicological: Covid-19 news: UK vaccine rollout extended to people 70 and over https://t.co/7UxdffPs99 https://t.co/Riz9l9ux8T"
"1452","RT @GMA: ""My grandparents have had the vaccine, and I’m very proud of them for doing that."" https://t.co/tHUCemXdAm"
"1453","RT @NaomiOhReally: Wouldn't it an idea to organise vaccine appointments for the broader Irish population through the Covid-19 tracker app?…"
"1454","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1455","The hostile environment could block undocumented migrants from accessing Covid vaccine: Healthcare professionals ca… https://t.co/qrwYjVJ6Lw"
"1456","RT @wellboy: 80+ year old dies from vaccine: old and frail, they only had weeks or months to live

80+ year old dies from covid: it's your…"
"1457","RT @Max46023367: @sapiofoxxy @covid_500 Jon Snow interviewing Sir john Bell,a member of Sage..Bell blurts out that this Vaccine will Steril…"
"1458","RT @ASFried: From the obituary of a man killed by COVID: ""To honor his memory if you are a U.S. Senator please vote to convict Donald J. Tr…"
"1459","RT @JujuliaGrace: If you think that NHS staff should receive full COVID-19 vaccine courses (2 doses) immediately, please RT this<U+0001F447>

NHS staf…"
"1460","RT @RobertKennedyJr: California’s top epidemiologist issued a statement Sunday evening recommending a pause on the use of a huge batch of #…"
"1461","RT @yaronbrook: 90% Effective Covid Vaccine Blocked by the FDA as People Die – #CovidVaccine #Moderna #FDA https://t.co/5qzLcVgLZ4 https://…"
"1462","Keep up to date on the most recent information on the #COVID19vaccine by visiting: the @CDCgov @CDPHE, and of cours… https://t.co/NGcPemrEqt"
"1463","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1464","""After last year’s widespread failure by employers and government regulators to protect food and farm workers from… https://t.co/P8Tlgbhsjp"
"1465","RT @nyoroshah: Religion waiting science to find covid 19 vaccine so they can give god all the credit https://t.co/eAEfKU2vJ6"
"1466","RT @joekaren46: Murdered thousands, went to war &amp; killed thousands on what he and Bush knew was a lie. He should have been hung courtesy of…"
"1467","RT @nicholasdante_: BREAKING NEWS: Britney Spears has stolen the COVID-19 vaccine. Motive’s unknown. https://t.co/jZnxz4gBoA"
"1468","More than 300 Scranton residents are receiving their first dosage of the COVID-19 vaccine today.  This comes after… https://t.co/tu0yN7I7uG"
"1469","RT @CBCAlerts: New Brunswick has 26 additional COVID-19 cases, 1 day after a pandemic high of 36 cases were diagnosed. The province's 7-day…"
"1470","RT @drdavidsamadi: If you are entering the US by plane after January 26, you need to show that you have tested negative for COVID-19.

The…"
"1471","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1472","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1473","RT @2tweetaboutit: Corbyn attacks Boris for 'vaccine nationalism' &amp; demands jabs given away to other nations

@jeremycorbyn  has attacked @…"
"1474","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1475","Getting vaccinated will not only protect you from #COVID-19, but also CA's most vulnerable populations including… https://t.co/DDkX3BHjjZ"
"1476","Anti-vaccine groups receive more than $850,000 in COVID relief program - The Washington Post  https://t.co/YURHTS4aeK"
"1477","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1478","RT @kwinnyk: Another new coronavirus variant found across California, including L.A. County https://t.co/KLZSZdYOZK"
"1479","RT @DelthiaRicks: Norwegian health officials now say the Pfizer vaccine is safe. The vax had been implicated in 33 deaths of nursing home r…"
"1480","RT @GMA: ""My grandparents have had the vaccine, and I’m very proud of them for doing that."" https://t.co/tHUCemXdAm"
"1481","RT @SammyHudes: ""We have quite simply run out of supply… Fewer Albertans will be vaccinated in the short-term."" 

Alberta will run out of C…"
"1482","RT @tegocyber: After suffering a data breach in December, the European's equivalent of the FDA has said that the attacker has leaked inform…"
"1483","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"1484","The journey of the covid-19 vaccine through the supply chain - Not an easy journey, but a necessary journey."
"1485","Howard County vaccinates health care workers, clinic prepares to begin 1B https://t.co/33uctRC7sE"
"1486","Check out Renee Bridgewater from our  HomePointe HealthCare program who received the COVID-19 vaccine recently! She… https://t.co/YkEBInyT8v"
"1487","Lancaster EMS gives Phase 1A COVID-19 vaccines https://t.co/7AKkSjSrck"
"1488","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1489","Everyone will be TAKEN DOWN one by one unless you TELL<U+0001F5E3><U+FE0F>
https://t.co/jZqe02fyxk
medstudent rn nurse intern interni… https://t.co/c68Wng1TMq"
"1490","RT @WCHDOhio: All available COVID-19 vaccine appointments for next week have been filled for Wood County Health Department and Mercy Health…"
"1491","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1492","RT @NVICLoeDown: #California pauses use of large batch of #Moderna #COVID19 vaccine | KTLA https://t.co/2gIH4qnwWB

""330,000 doses distribu…"
"1493","UK Covid live: Matt Hancock says more than 4m people have now had first dose of vaccine https://t.co/C74vwCjowC Lying  bastard"
"1494","RT @WJHL11: When can grandparents safely visit their grandkids after receiving the COVID-19 vaccine? https://t.co/LJPdmoFU91"
"1495","People over 80 can now get the MHRA approved vaccine. Remember, you need two doses to be protected from Covid-19. Y… https://t.co/CSlFe6xRqG"
"1496","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1497","People over 80 can now get the MHRA approved vaccine. Remember, you need two doses to be protected from Covid-19. Y… https://t.co/Vqc7Kc1GmJ"
"1498","RT @obviousreally: @KirstieMAllsopp #Vaccine does NOT stop you from getting #COVID or spreading. 
Not 100% tested properly, &amp; that's why #g…"
"1499","Covid is war. A messy, imperfect conflict against an invisible enemy. It's not only impossible to wait for perfect… https://t.co/NCLWuTVBSw"
"1500","Meditech EHR add-on helps streamline COVID-19 vaccine workflows
https://t.co/4deYs9r0Pp"
"1501","@StephenNolan @BBCSounds The vaccine doesn't stop you getting covid or transmitting it so a pointless question really"
"1502","""Economically, it’s not possible [to hike taxes] … Taxpayers are missing in action…""

- Professor Adrian Saville (C… https://t.co/luSsGx0Qen"
"1503","RT @VaccineStatusUK: 4,062,501 individuals in the UK received at least one dose of a COVID vaccine as of 18 January 2021 (Source:
@PHE_uk)…"
"1504","""Economically, it’s not possible [to hike taxes] … Taxpayers are missing in action…""

- Professor Adrian Saville (C… https://t.co/Ld8zguDNy9"
"1505","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1506","RT @KPIXtv: A top state health official has recommended halting distribution of a specific lot of the Moderna COVID-19 vaccine after ""a hig…"
"1507","Someone told someone who told someone who told my wife that they got a Covid-19 vaccine shot --- without an appoint… https://t.co/ZaBwA1Q4Qj"
"1508","I honestly can’t wait to get my covid vaccine so I can start feeling more comfortable outside my apartment."
"1509","@EFFSouthAfrica EFF must also procure Covid-19 Vaccine for our African Brothers"
"1510","RT @princertitude: Surprenant...
WHO: just 25 Covid vaccine doses administered in low-income countries https://t.co/wQQmBBx3uz"
"1511","RT @AlexBerenson: UPDATE: Norway is growing seriously  concerned. They now report 29 post-#Covid mRNA vaccine deaths, a rate of 1 per 1,000…"
"1512","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1513","Once vaccinated, senior citizens will want to spend time with their grandkids, but as Dr. Henry Anyimadu advises, i… https://t.co/k5ttB7qt0E"
"1514","Accelerating the rollout of #COVID-19 vaccines in advanced economies will prove critical to boosting growth in poor… https://t.co/UxktDdf0St"
"1515","FROM THE ATRAIN COVID-19 BLOG: ‘Covid-19 deaths are the highest they’ve ever been — and the more infectious variant… https://t.co/LKCPTY0U5F"
"1516","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1517","Just had my Covid-19 vaccine. Thanks to Henrietta @FrimleyHealth. I’d encourage everyone to do their bit, follow th… https://t.co/tfjxQlv0Sx"
"1518","RT @OpIndia_com: California pauses the use of a huge batch of Moderna COVID-19 vaccine: Read why
https://t.co/aOVk7vBZ4R"
"1519","https://t.co/vzcskuLhYl (LV.10) Israel, Palestinians and COVID-19 Vaccine: What to Know | Time https://t.co/d4hmPDJsdp"
"1520","RT @AndiMakinana: @ATMovement_SA Minister Mkhize appeared before the health portfolio committee on January 7.

At the start of that meeting…"
"1521","Johnson &amp; Johnson is currently two months behind in the production of their single dose vaccine but still plans to… https://t.co/8FYcohMubu"
"1522","@Lynette24517948 @fat__tire @FatEmperor @BBuilderall public health england published a report on this a few days ago
https://t.co/kmg2V80zY9"
"1523","@GlennROConnor @itvnews @MattHancock This maybe?

https://t.co/x2UreJ9Cg8"
"1524","RT @leader_truth: The Pregnant Doctor Telling The TRUTH About Covid-19:
1/2

#COVID19 #COVID20 
#CovidVaccine #VaccineDay #COVIDSecondWave…"
"1525","The #COVID19 #vaccine rollout is expanding around the country. 

Find out when you might be invited for yours on th… https://t.co/DisbKPTT3r"
"1526","RT @AlexBerenson: 1/ @cdcgov has released its updated batch of reported Covid vaccine side effect data, through Jan. 8, when roughly 6.6 mi…"
"1527","RT @Apex_WW: New York Gov. Cuomo asks to buy Covid vaccine directly from Pfizer amid dose shortages https://t.co/yngEfhKjF1"
"1528","Just a cautionary word. Please try not to give into COVID fatigue. Be safe. 
#COVID #Grocery #Shopping #Fatigue… https://t.co/L1YwMNWnkQ"
"1529","@SeriousnessMr @c23YNWA @foofighter07 @MattHancock Pfizer

170 infections out of 43000 participants

0.004% infecti… https://t.co/v83BG9DVZs"
"1530","@ACTforAmerica MLK ProLife Trump is Not
GAVI Gates owns funded them $750 Million in 1999 Trump praises them gave $1… https://t.co/SkjRm9HD8K"
"1531","RT @BlancoTarantino: Four trial volunteers who got Pfizer's COVID-19 vaccine developed Bell's palsy - but FDA denies that the temporary fac…"
"1532","RT @KPIXtv: MODERNA VACCINE ALLERGIC REACTION
A #CA health official recommends halting distribution of a specific batch of the @moderna_tx…"
"1533","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1534","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1535","The State is warning providers Monday to stop administering a particular batch of the Moderna vaccine due to an unu… https://t.co/TwhytZNQa5"
"1536","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1537","RT @haringeycouncil: Mayor of Haringey Cllr @AJogee urges you to get the COVID-19 vaccine as soon as it is offered to you by the NHS.

More…"
"1538",".@LADeptHealth: Almost 300 providers in all parishes will receive COVID vaccine this week @NBC6News #lagov #lalege  https://t.co/rDWxqZmXIG"
"1539","My mum is getting the COVID vaccine on Saturday so hopefully things are taking a step in the right direction <U+0001F44C><U+0001F3FB>"
"1540","RT @KING5Seattle: Inslee to announce new COVID-19 vaccine distribution partnership in Washington https://t.co/7hcZDZ1XWQ"
"1541","RT @ANI: Two persons died after taking COVID-19 vaccine in UP &amp; Karnataka. Death of the UP resident is not related to vaccination; post mor…"
"1542","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1543","RT @NaomiOhReally: Wouldn't it an idea to organise vaccine appointments for the broader Irish population through the Covid-19 tracker app?…"
"1544","@DHFWKA @belagavi_news This department does not know how to prepare a report, one should not feel this heart attack… https://t.co/ZfgPd18kMP"
"1545","RT @sea_bouy: Excellent piece here that explains how the new J&amp;J single dose vaccine that's almost ready for approval works.
https://t.co/S…"
"1546","@Cone_of_power Hola, here is your unroll: 1/ @cdcgov has released its updated batch of reported Covid vaccine side… https://t.co/X4uMBPOoSd"
"1547","RT @msm_monitor: Did the UK Govt refuse to follow JCVI guidelines on who should be prioritised for the Covid vaccine in order to accelerate…"
"1548","“4,062,501 people have received a first dose of #COVID-19 #vaccine. However, only 452,301 have received a second do… https://t.co/mBYLLwwq7I"
"1549","GovInfoSecurity | COVID-19 Vaccine Themes Persist in Fraud Schemes https://t.co/m5themwvGP"
"1550","RT @21WIRE: VIDEO: #China health experts have now called on #Norway and other countries to suspend the use of the controversial mRNA-based…"
"1551","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1552","RT @MarkLevineNYC: Your reminder that although 2.5m people are now eligible for the covid vaccine in NYC, one group has been excluded: peop…"
"1553","Norwegian health officials now say the Pfizer vaccine is safe. The vax had been implicated in 33 deaths of nursing… https://t.co/RtLiIiuCyg"
"1554","RT @DHSCgovuk: #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.

As of 18 Jan…"
"1555","BBC News - Covid vaccine: Mark Drakeford faces 'go-slow' roll-out criticism
https://t.co/SZED7oIbir WET RAG DRIPFOR… https://t.co/WgRPEg5ar3"
"1556","@WelshID10T @Mountai61137001 Was 21 days btw but yes fully agree. 

Now the UK official documentation simply states… https://t.co/PywyAgKcGe"
"1557","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1558","Vaccine Bulletin
https://t.co/0LGDiOMXsr
Public Health Sudbury &amp; Districts"
"1559","RT @REALpunknews: Hey Alexa, Can the Government Track Me Through the COVID Vaccine? https://t.co/zFuXPLGnZ5 https://t.co/itUkvFZUvV"
"1560","RT @AgentP22: We all dodged a bullet in 2014 by rejecting the SNP's flawed prospectus for wrenching Scotland out of the UK and EU.

There w…"
"1561","RT @dkegel: @eliowa Also, until there's no COVID, problematic variants could be brewing, and we need to continue with masking/ventilation/s…"
"1562","RT @NHSuk: The COVID-19 vaccine followed the same rigorous safety tests as over 600 other clinical trials that take place every year"
"1563","@bitcartel @sfchronicle @michaeldamianw Norway reviewing deaths of frail and elderly patients vaccinated against Co… https://t.co/klJDi2CgRY"
"1564","@pennyhenny3 Keep an eye on this Banner site. They may be scheduling more patients soon: https://t.co/2qdIlYJH9o"
"1565","Ontario seniors 'living in fear' of COVID-19 feel forgotten in vaccine rollout plan #IPAC #COVID19 #Vaccine https://t.co/MrNdXHo3rc"
"1566","California officials shouldn’t even be considering halting vaccinations until the side-effects are worse than the p… https://t.co/gxVJgvozd0"
"1567","RT @AndiMakinana: @ATMovement_SA Minister Mkhize appeared before the health portfolio committee on January 7.

At the start of that meeting…"
"1568","RT @lisakeb007: Norway denies 'direct link' between 33 deaths of elderly and vaccine 

So the ‘mild’ side effects could have ‘tipped them o…"
"1569","RT @amasehimika147: Pfizer Vaccine causing Patients to get BELL'S PALSY &amp; FACIAL PARALYSIS!!

Four trial participants who received the Pfiz…"
"1570","RT @lapublichealth: Watch the COVID-19 Vaccine Town Hall tomorrow at 6:00-7:30pm. 

Submit a question at https://t.co/KT7Lzwc3H1"
"1571","RT @HelloThando: Treasury DG Dondo Mogajane tells @aycawe that SA is considering three options to funding the  Covid-19 vaccine: 

1) Budge…"
"1572","RT @MarkSeddon1962: Dear Lisa, has Labour added its voice to those calling on Netanyahu to end Israel's vaccine apartheid? @LisaNandy https…"
"1573","Thanks for sharing, @SteveMartinToGo! https://t.co/Esg0TTLHrH #CovidVaccine"
"1574","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1575","Is anyone seeing phishing based on profiting from COVID-19? I haven't come across it yet myself.… https://t.co/9ozdxitdha"
"1576","RT @talkRADIO: Nadhim Zahawi, minister for Covid Vaccine Deployment, praises the NHS, the military and the 200,000 volunteers for playing t…"
"1577","RT @MichaelYeadon3: https://t.co/nHbat8RY85
One reason some people who’ve been infected yet - it is claimed - don’t show a strong immune me…"
"1578","#California pauses use of large batch of #Moderna #COVID19 vaccine | KTLA https://t.co/2gIH4qnwWB

""330,000 doses d… https://t.co/jnupEgL2Dt"
"1579","WHO: just 25 Covid vaccine doses administered in low-income countries
Director-general warns of ‘catastrophic moral… https://t.co/bQfeYGakbw"
"1580","@JKengeki @cerwydden @big_fielder @PressSec You poor thing. Delusional again? Trump inherited Obama’s robust econom… https://t.co/cy6YQauaWQ"
"1581","""[Health and Human Services Secretary] Alex Azar said your supply will be based off of your distribution, so if you… https://t.co/fq7US8QRGu"
"1582","RT @TeachEarp_: Hey Washington peeps!

You can now check to see if you are eligible for the COVID vaccine using the Find Your Phase website…"
"1583","RT @OfficialSauravD: #BREAKING 

Health Ministry's DCGI, who finally approved COVID Vaccines, when asked who will be liable for adverse rea…"
"1584","Our associates leave us in awe of their commitment to providing safe, high-quality care for patients. Watch Nurse K… https://t.co/xr2Eb60fZQ"
"1585","RT @TIME: TIME's new global cover: Inside the vaccine revolution https://t.co/2IxxQ7WgEz https://t.co/Et3yavdqMD"
"1586","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1587","RT @CBS8: The California state epidemiologist is recommending providers pause the administration of a single lot of the Moderna vaccine due…"
"1588","RT @ThisIsOurShot: @JeremyP_MD @MNFamilyDocs @aafp @MHealthFairview Hi, we would love to use your inspiring post to build vaccine-trust for…"
"1589","RT @ImmuneSuper: California halts injections of Moderna Covid vaccine batch due to ‘higher-than-usual number of adverse events’
 https://t.…"
"1590","RT @SurrbhiM: According to the official reports released by the Modi Govt, 580 cases of abnormal health issues along with 2 deaths have bee…"
"1591","@BorisJohnson I hope you're all keeping track of adverse effects or worse from these experimental vaccines. I very… https://t.co/sQYeGPtHBX"
"1592","RT @ghost_wales: Welsh Labour Government.
200,00 children in poverty <U+2705>
Covid vaccine slowed down <U+2705>
Statues &amp; monuments removed <U+2705>
Votes for…"
"1593","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"1594","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1595","LDH says ""the state will receive 29,250 doses of Pfizer COVID-19 vaccine and 28,900 doses of Moderna COVID-19 vacci… https://t.co/J7ykDUgJoR"
"1596","RT @MarkAlanMarks1: *****************
VACCINE NEWS:
INDIA
*****************
In India, 447 cases of adverse reaction to Covid vaccines have…"
"1597","Alberta will run out of COVID-19 vaccine today or early Tuesday, Premier Jason Kenney says https://t.co/FmTdmAMbrx"
"1598","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1599","RT @NickHudsonCT: Another bit of censorship from @YouTube, under their Orwellian proscription of anything contradicting the WHO or health a…"
"1600","RT @MReynoldsKAIT: Southern Pharmacy has canceled COVID Vaccine appointments for Phase 1-B. None of the pharmacies administrating the vacci…"
"1601","RT @WSJ: Argentina is the first major country outside Russia to roll out the Sputnik vaccine in its efforts to combat Covid-19, despite que…"
"1602","RT @CNBC: New York Gov. Cuomo asks to buy Covid vaccine directly from Pfizer amid dose shortages https://t.co/qs61j4RUB5"
"1603","Anti-vaccine groups receive more than $850,000 from White House in COVID relief program - The Washington Post https://t.co/Iup2g8NxPu"
"1604","RT @sciencecohen: My mother, 91, got vaccinated today. Her sister called at 7am, on a Sunday, and said a local hospital was vaccinating, so…"
"1605","RT @HighWireTalk: ""If none of the vaccines do prevent transmission, but only prevent disease, then the whole notion of “vaccine passports”…"
"1606","WHO chief warns against ‘catastrophic moral failure’ in COVID-19 vaccine access  https://t.co/Sj3FcQO2dD"
"1607","RT @DLeonhardt: Dr. Offit told me we should be greeting the Covid vaccines with the same enthusiasm that greeted the polio vaccine: “It sho…"
"1608","RT @metrotimes: To help encourage Michiganders to get vaccinated against COVID-19, a Michigan marijuana dispensary is offering a ""Pot for S…"
"1609","Dr. Henry Anyimadu, an infectious disease specialist with Hartford HealthCare says older folks should wait until th… https://t.co/L2KCYW8LHA"
"1610","Are you interested in being an RN vaccinator for COVID-19 with Atlanticare? We are hiring immediately to staff the… https://t.co/FTACx4lbSj"
"1611","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1612","Watch the COVID-19 Vaccine Town Hall tomorrow at 6:00-7:30pm. 

Submit a question at https://t.co/KT7Lzwc3H1 https://t.co/o9zdL0PZ9s"
"1613","RT @ASFried: From the obituary of a man killed by COVID: ""To honor his memory if you are a U.S. Senator please vote to convict Donald J. Tr…"
"1614","RT @JoeNBC: Operation Warp Speed leaders waited more than two months to approve a plan to distribute and administer Covid-19 vaccines propo…"
"1615","Woman who suffered convulsions after taking Pfizer Covid jab being screened for permanent neurological damage, son… https://t.co/AyuXYclZb2"
"1616","The WHO chief on Monday lambasted drugmakers' profits and vaccine inequalities, saying it’s “not right” that younge… https://t.co/TW4FpkmY1S"
"1617","@pfizer Hello. Have you already sent the 86K COVID-19 vaccine to a small country called Ecuador <U+0001F1EA><U+0001F1E8>?"
"1618","RT @gabrieloguda: George Natembeya has told those Turkana MPs asking to be evacuated to tell him who will help the Gov't solve the problem…"
"1619","A popular nightclub was shut down for violating Covid-19 capacity, while others are drawing scrutiny. Meanwhile, th… https://t.co/9yaSHVliks"
"1620","OPINION: Given the country’s history of racism in health care, the Black community has expressed concern for the sa… https://t.co/LMHhlNeJTu"
"1621","RT @PeterAdamSmith: All eligible Lanarkshire care home residents have now received a first dose of the COVID-19 vaccine. https://t.co/cML4y…"
"1622","RT @DrAmirKhanGP: People from minority ethnic backgrounds have been targeted by misinformation about the Covid vaccines 

They are safe and…"
"1623","RT @SUFmentalwealth: Chance to put vaccine questions at online event https://t.co/QpLWLijP6u"
"1624","RT @AmerMedicalAssn: Looking for the latest in #COVID19 #vaccine developments? We've compiled updated science and evidence-based resources…"
"1625","@ohpolly #OHPOLLYwishlist I had my first covid vaccine today, fingers crossed there’s a light at the end of the tunnel <U+0001F91E><U+0001F3FC>"
"1626","RT @CBSNews: Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1627","RT @Daddicool2: California halts injections of Moderna Covid vaccine batch due to ‘higher-than-usual number of adverse events’ — RT USA New…"
"1628","Great marketing strategy. You have to buy Britney's next album if you want the covid vaccine. 
Adele is shaking. https://t.co/bX4AO3Ju2n"
"1629","A ""catastrophic moral failure"" indeed. #COVID19 #vaccine  https://t.co/CssgV8JSgm"
"1630","RT @HelloThando: Treasury DG Dondo Mogajane tells @aycawe that SA is considering three options to funding the  Covid-19 vaccine: 

1) Budge…"
"1631","“The distribution of the vaccine is throwing a spotlight once again on racial inequality. ... We just need to open… https://t.co/R39Jh8rusp"
"1632","7 million New Yorkers are now eligible to get the vaccine. But the state is only receiving about 300,000 doses per… https://t.co/otyeJofekE"
"1633","Alberta pauses scheduling of first doses of COVID-19 vaccine, pushes back rollout to seniors as supply runs out https://t.co/Y0FkRaWlYG"
"1634","RT @RitaOlszewski: Something is very broken With The current GOP! Anti-vaccine groups receive more than $850,000 in COVID relief program -…"
"1635","The World Health Organization has warned that inequality in the distribution of the Covid-19 vaccine means the worl… https://t.co/iHJko2I5Ru"
"1636","Interested in receiving the COVID-19 vaccine but not sure if you’re eligible yet? Visit the NY State Department of… https://t.co/Jr1v0h39lS"
"1637","RT @GuthmillerJenna: I just got the booster of the of the Pfizer-BioNTech COVID-19 vaccine this morning and I’m here to report I got the bo…"
"1638","Hey friends! What questions have you been getting (or what questions do you have yourself) about the COVID-19 vacci… https://t.co/Zlf6vQMa9L"
"1639","Norway says no link between COVID-19 vaccine and several elderly recipients' deaths https://t.co/pKT83xzd7Y"
"1640","Five key Covid-19 updates today: Hospitals warning, positive vaccine news and Gardai clampdown 

https://t.co/J0uMfmUq8Q"
"1641","Why aren't the government shouting about #SelfIsolation. GPs seeing many walking around with symptoms awaiting thei… https://t.co/SdgicZelyz"
"1642","#PresidentCyrilRamaphosa has raised concerns that rich countries have weakened #COVAX - a global alliance of mostly… https://t.co/kyHbp3BCKg"
"1643","Acceptance of the COVID-19 vaccine continues to soar, a new USA TODAY/Suffolk University Poll finds, but pessimism… https://t.co/CjTtAx46pJ"
"1644","Covid-19: China approves Sinopharm vaccine for general use https://t.co/pLgLRHllH8"
"1645","""We have quite simply run out of supply… Fewer Albertans will be vaccinated in the short-term."" 

Alberta will run… https://t.co/vRpvriVRXd"
"1646","Framing the COVID-19 vaccine as 3 options in which vaccination is the middle option may encourage hesitant patients… https://t.co/AtfB5jsTvU"
"1647","""My grandparents have had the vaccine, and I’m very proud of them for doing that."" https://t.co/tHUCemXdAm"
"1648","Israeli Orthodox Rabbi Claims COVID-19 Vaccine Might Turn People Gay https://t.co/n4Rvw0zKPM #lgbt #homophoiba… https://t.co/j6dK3xuYZ4"
"1649","Looking for the latest in #COVID19 #vaccine developments? We've compiled updated science and evidence-based resourc… https://t.co/1tc9o1lclR"
"1650","AI actually helped in the development of Covid mRNA vaccine

https://t.co/X1ZS3HfmrX

#ArtificialIntelliegence… https://t.co/J4AOshFO7b"
"1651","@umanitoba Cafe Scientifique is hosting a panel discussion on January 19th, 2021 from 7-8:30 pm (Central Time) titl… https://t.co/QKy4Sk1eXx"
"1652","After days and nights filled with loss, anxiety and grief during the pandemic, the vaccine is bringing a sign of re… https://t.co/V6WYlLTKiK"
"1653","NEWS: Rockland leaders slam state over COVID-19 vaccine access as feds plan to cut shipments

Cc. @JamesSkoufis… https://t.co/8vuGZShtpw"
"1654","RT @JujuliaGrace: The government are talking about numbers of people “vaccinated”, again and again

You wouldn’t say someone has received a…"
"1655","RT @BriefcaseMike: Hancock just gave a very badly phrased reply that suggested we don't yet know how much the vaccine will prevent the over…"
"1656","RT @skarlamangla: Omg: So many people have died in Los Angeles County that officials have temporarily suspended air-quality regulations tha…"
"1657","RT @VaccineStatusUK: 4,062,501 individuals in the UK received at least one dose of a COVID vaccine as of 18 January 2021 (Source:
@PHE_uk)…"
"1658","RT @RichSalter: The incredible work volunteers are doing in @stjohnambulance in delivering the COVID vaccine is being recognised all over t…"
"1659","RT @theblogmire: “All of these patients have had serious underlying illnesses. We can’t say that people die *from* the vaccine.""

I'm sure…"
